NUMBER,CODE,SERIAL,NAME,TYPE1,TYPE2,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,LEGENDARY,MEGA_EVOLUTION,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL,DAMAGE_SCORE
462,1,4621,Magnezone,Electric,Steel,Grey,Magnet Pull,Sturdy,Analytic,4,0,0,1.2,180.0,70,70,115,130,90,60,535,2.295098273434364
463,1,4631,Lickilicky,Normal,,Pink,Own Tempo,Oblivious,Cloud Nine,4,0,0,1.7,140.0,110,85,95,80,95,50,515,1.3677223352536159
464,1,4641,Rhyperior,Ground,Rock,Grey,Lightning Rod,Solid Rock,Reckless,4,0,0,2.4,282.8,115,140,130,55,55,40,535,2.9168650676951247
465,1,4651,Tangrowth,Grass,,Blue,Chlorophyll,Leaf Guard,Regenerator,4,0,0,2.0,128.6,100,100,125,110,50,50,535,1.9014123557577136
466,1,4661,Electivire,Electric,,Yellow,Motor Drive,,Vital Spilit,4,0,0,1.8,138.6,75,123,67,95,85,95,540,1.6570257718133292
467,1,4671,Magmortar,Fire,,Red,Flame Body,,Vital Spilit,4,0,0,1.6,68.0,75,95,67,125,95,83,540,2.3836350124071237
468,1,4681,Togekiss,Fairy,Flying,White,Hustle,Serene Grace,Super Luck,4,0,0,1.5,38.0,85,50,95,120,115,80,545,1.0595098913221626
469,1,4691,Yanmega,Bug,Flying,Green,Speed Boost,Tinted Lens,Frisk,4,0,0,1.9,51.5,86,76,86,116,56,95,515,1.5207469279937016
470,1,4701,Leafeon,Grass,,Green,Leaf Guard,,Chlorophyll,4,0,0,1.0,25.5,65,110,130,60,65,95,525,1.0371340122314812
471,1,4711,Glaceon,Ice,,Blue,Snow Cloak,,Ice Body,4,0,0,0.8,25.9,65,60,110,130,95,65,525,2.574224274001537
472,1,4721,Gliscor,Ground,Flying,Purple,Hyper Cutter,Sand Veil,Poison Heal,4,0,0,2.0,42.5,75,95,125,45,75,95,510,2.0523980832831046
473,1,4731,Mamoswine,Ice,Ground,Brown,Oblivious,Snow Cloak,Thick Fat,4,0,0,2.5,291.0,110,130,80,70,60,80,530,2.1681988482088324
474,1,4741,Porygon-Z,Normal,,Red,Adaptability,Download,Analytic,4,0,0,0.9,34.0,85,80,70,135,75,90,535,1.2872680802386998
475,1,4751,Gallade,Psychic,Fighting,White,Steadfast,,Justified,4,0,0,1.6,52.0,68,125,65,65,115,80,518,1.7710672526887896
475,2,4752,Mega Gallade,Psychic,Fighting,White,Inner Focus,,,4,0,1,1.6,56.4,68,165,95,65,115,110,618,2.0560996794578488
476,1,4761,Probopass,Rock,Steel,Grey,Sturdy,Magnet Pull,Sand Force,4,0,0,1.4,340.0,60,55,145,75,150,40,525,1.232588606025762
477,1,4771,Dusknoir,Ghost,,Black,Pressure,,Frisk,4,0,0,2.2,106.6,45,100,135,65,135,45,525,1.6594280833475912
478,1,4781,Froslass,Ice,Ghost,White,Snow Cloak,,Cursed Body,4,0,0,1.3,26.6,70,80,70,80,70,110,480,1.8654479138087294
479,1,4791,Rotom,Electric,Ghost,Red,Levitate,,,4,0,0,0.3,0.3,50,50,77,95,77,91,440,1.7038396602086892
479,2,4792,Rotom,Electric,Fire,Red,Levitate,,,4,0,0,0.3,0.3,50,65,107,105,107,86,520,2.2122187512494564
479,3,4793,Rotom,Electric,Water,Red,Levitate,,,4,0,0,0.3,0.3,50,65,107,105,107,86,520,2.081310911117984
479,4,4794,Rotom,Electric,Ice,Red,Levitate,,,4,0,0,0.3,0.3,50,65,107,105,107,86,520,2.168627438891654
479,5,4795,Rotom,Electric,Flying,Red,Levitate,,,4,0,0,0.3,0.3,50,65,107,105,107,86,520,1.9432755896196945
479,6,4796,Rotom,Electric,Grass,Red,Levitate,,,4,0,0,0.3,0.3,50,65,107,105,107,86,520,2.0805221841135726
480,1,4801,Uxie,Psychic,,Yellow,Levitate,,,4,1,0,0.3,0.3,75,75,130,75,130,95,580,1.237512254854941
481,1,4811,Mesprit,Psychic,,Pink,Levitate,,,4,1,0,0.3,0.3,80,105,105,105,105,80,580,1.7325171567969193
482,1,4821,Azelf,Psychic,,Blue,Levitate,,,4,1,0,0.3,0.3,75,125,70,125,70,115,580,2.062520424758235
483,1,4831,Dialga,Steel,Dragon,White,Pressure,,Telepathy,4,1,0,5.4,683.0,100,120,120,150,100,90,680,2.2891938688984417
484,1,4841,Palkia,Water,Dragon,Purple,Pressure,,Telepathy,4,1,0,4.2,336.0,90,120,100,150,120,100,680,2.658839706603551
485,1,4851,Heatran,Fire,Steel,Brown,Flash Fire,,Flame Body,4,1,0,1.7,430.0,91,90,106,130,106,77,600,2.566542325997386
486,1,4861,Regigigas,Normal,,White,Slow Start,,,4,1,0,3.7,420.0,110,160,110,80,110,100,670,2.5745361604773995
487,1,4871,Giratina,Ghost,Dragon,Black,Pressure,,Telepathy,4,1,0,4.5,750.0,150,100,120,100,120,90,680,2.0094454491902747
487,2,4872,Giratina,Ghost,Dragon,Black,Levitate,,,4,1,0,6.9,650.0,150,120,100,120,100,90,680,2.41133453902834
488,1,4881,Cresselia,Psychic,,Yellow,Levitate,,,4,1,0,1.5,85.6,120,70,120,75,130,85,600,1.237512254854941
489,1,4891,Phione,Water,,Blue,Hydration,,,4,1,0,0.4,3.1,80,80,80,80,80,80,480,1.3477793806536758
490,1,4901,Manaphy,Water,,Blue,Hydration,,,4,1,0,0.3,1.4,100,100,100,100,100,100,600,1.6847242258170887
491,1,4911,Darkrai,Dark,,Black,Bad Dreams,,,4,1,0,1.5,50.5,70,90,90,135,90,125,600,1.5862776997455867
492,1,4921,Shaymin,Grass,,Green,Natural cure,,,4,1,0,0.2,2.1,100,100,100,100,100,100,600,1.7285566870524698
492,2,4922,Shaymin,Grass,Flying,Green,Serene Grace,,,4,1,0,0.4,5.2,100,103,75,120,75,127,600,2.4008183872494957
493,1,4931,Arceus,Normal,,White,Multitype,,,4,1,0,3.2,320.0,120,120,120,120,120,120,720,1.9309021203580452
494,1,4941,Victini,Psychic,Fire,Yellow,Victory Star,,,5,1,0,0.4,4.0,100,100,100,100,100,100,600,1.9503413866195887
495,1,4951,Snivy,Grass,,Green,Overgrow,,Contrary,5,0,0,0.6,8.1,45,45,55,45,55,63,308,0.7778505091736123
496,1,4961,Servine,Grass,,Green,Overgrow,,Contrary,5,0,0,0.8,16.0,60,60,75,60,75,83,413,1.0371340122314812
497,1,4971,Serperior,Grass,,Green,Overgrow,,Contrary,5,0,0,3.3,63.0,75,75,95,75,95,113,528,1.2964175152893533
498,1,4981,Tepig,Fire,,Red,Blaze,,Thick Fat,5,0,0,0.5,9.9,65,63,45,45,45,45,308,0.8581086044665647
499,1,4991,Pignite,Fire,Fighting,Red,Blaze,,Thick Fat,5,0,0,1.0,55.5,90,93,55,70,55,55,418,1.8926228709198403
500,1,5001,Emboar,Fire,Fighting,Red,Blaze,,Reckless,5,0,0,1.6,150.0,110,123,65,100,65,65,528,2.6098556038457468
501,1,5011,Oshawott,Water,,Blue,Torrent,,Shell Armor,5,0,0,0.5,5.9,55,55,45,63,45,45,308,1.0613762622647682
502,1,5021,Dewott,Water,,Blue,Torrent,,Shell Armor,5,0,0,0.8,24.5,75,75,60,83,60,60,413,1.3983211074281876
503,1,5031,Samurott,Water,,Blue,Torrent,,Shell Armor,5,0,0,1.5,94.6,95,100,85,108,70,70,528,1.8195021638824602
504,1,5041,Patrat,Normal,,Brown,Run Away,Keen Eye,Analytic,5,0,0,0.5,11.6,45,55,39,35,39,42,255,0.8849968051641021
505,1,5051,Watchog,Normal,,Brown,Illuminate,Keen Eye,Analytic,5,0,0,1.1,27.0,60,85,69,60,69,77,420,1.3677223352536159
506,1,5061,Lillipup,Normal,,Brown,Vital Spilit,Pickup,Run Away,5,0,0,0.4,4.1,45,60,45,25,45,55,275,0.9654510601790226
507,1,5071,Herdier,Normal,,Grey,Intimidate,Sand Rush,Scrappy,5,0,0,0.9,14.7,65,80,65,35,65,60,370,1.2872680802386998
508,1,5081,Stoutland,Normal,,Grey,Intimidate,Sand Rush,Scrappy,5,0,0,1.2,61.0,85,110,90,45,90,80,500,1.7699936103282041
509,1,5091,Purrloin,Dark,,Purple,Limber,Unburden,Prankster,5,0,0,0.4,10.1,41,50,37,50,37,66,281,0.881265388747543
510,1,5101,Liepard,Dark,,Purple,Limber,Unburden,Prankster,5,0,0,1.1,37.5,64,88,50,88,50,106,446,1.5510270841956817
511,1,5111,Pansage,Grass,,Green,Gluttony,,Overgrow,5,0,0,0.6,10.5,50,53,48,53,48,64,316,0.9161350441378086
512,1,5121,Simisage,Grass,,Green,Gluttony,,Overgrow,5,0,0,1.1,30.5,75,98,63,98,63,101,498,1.693985553311425
513,1,5131,Pansear,Fire,,Red,Gluttony,,Blaze,5,0,0,0.6,11.0,50,53,48,53,48,64,316,1.0106612452606194
514,1,5141,Simisear,Fire,,Red,Gluttony,,Blaze,5,0,0,1.0,28.0,75,98,63,98,63,101,498,1.868769849727186
515,1,5151,Panpour,Water,,Blue,Gluttony,,Torrent,5,0,0,0.6,13.5,50,53,48,53,48,64,316,0.8929038396830586
516,1,5161,Simipour,Water,,Blue,Gluttony,,Torrent,5,0,0,1.0,29.0,75,98,63,98,63,101,498,1.651029741300753
517,1,5171,Munna,Psychic,,Pink,Forewarn,Synchronize,Telepathy,5,0,0,0.6,23.3,76,25,45,67,55,24,292,1.1055109476704148
518,1,5181,Musharna,Psychic,,Pink,Forewarn,Synchronize,Telepathy,5,0,0,1.1,60.5,116,55,85,107,95,29,487,1.7655174835930518
519,1,5191,Pidove,Normal,Flying,Grey,Big Pecks,Super Luck,Rivalry,5,0,0,0.3,2.1,50,55,50,36,30,43,264,1.0557727569151034
520,1,5201,Tranquill,Normal,Flying,Grey,Big Pecks,Super Luck,Rivalry,5,0,0,0.6,15.0,62,77,62,50,42,65,358,1.4780818596811482
521,1,5211,Unfezant,Normal,Flying,Grey,Big Pecks,Super Luck,Rivalry,5,0,0,1.2,29.0,80,115,80,65,55,93,488,2.207524855367949
522,1,5221,Blitzle,Electric,,Black,Lightning Rod,Motor Drive,Sap Sipper,5,0,0,0.8,29.8,45,60,32,50,32,76,295,0.8721188272701709
523,1,5231,Zebstrika,Electric,,Black,Lightning Rod,Motor Drive,Sap Sipper,5,0,0,1.6,79.5,75,100,63,80,63,116,497,1.3953901236322757
524,1,5241,Roggenrola,Rock,,Blue,Sturdy,Weak Armor,Sand Force,5,0,0,0.4,18.0,55,75,85,25,25,15,280,1.5920477469270264
525,1,5251,Boldore,Rock,,Blue,Sturdy,Weak Armor,Sand Force,5,0,0,0.9,102.0,70,105,105,50,40,20,390,2.2288668456978384
526,1,5261,Gigalith,Rock,,Blue,Sturdy,Sand Stream,Sand Force,5,0,0,1.7,260.0,85,135,130,60,80,25,515,2.865685944468645
527,1,5271,Woobat,Psychic,Flying,Blue,Unaware,Klutz,Simple,5,0,0,0.4,2.1,65,45,43,55,43,72,323,1.0132040110568792
528,1,5281,Swoobat,Psychic,Flying,Blue,Unaware,Klutz,Simple,5,0,0,0.9,10.5,67,57,55,77,55,114,425,1.3775197862178672
529,1,5291,Drilbur,Ground,,Grey,Sand Rush,Sand Force,Mold Breaker,5,0,0,0.3,8.5,60,85,40,30,45,68,328,1.561299316671851
530,1,5301,Excadrill,Ground,Steel,Grey,Sand Rush,Sand Force,Mold Breaker,5,0,0,0.7,40.4,110,135,60,50,65,88,508,2.8076428833362677
531,1,5311,Audino,Normal,,Pink,Healer,Regenerator,Klutz,5,0,0,1.1,31.0,103,60,86,60,86,50,445,0.9654510601790226
531,2,5312,Mega Audino,Normal,Fairy,White,Healer,,,5,0,1,1.5,32.0,103,60,126,80,126,50,545,1.1055858604196598
532,1,5321,Timburr,Fighting,,Grey,Guts,Sheer Force,Iron Fist,5,0,0,0.6,12.5,75,80,55,25,35,35,305,1.4568902061655151
533,1,5331,Gurdurr,Fighting,,Grey,Guts,Sheer Force,Iron Fist,5,0,0,1.2,40.0,85,105,85,40,50,40,405,1.9121683955922348
534,1,5341,Conkeldurr,Fighting,,Brown,Guts,Sheer Force,Iron Fist,5,0,0,1.4,87.0,105,140,95,55,65,45,505,2.5495578607896525
535,1,5351,Tympole,Water,,Blue,Swift Swim,Hydration,Water Absorb,5,0,0,0.5,4.5,50,50,40,50,40,64,294,0.8423621129085443
536,1,5361,Palpitoad,Water,Ground,Blue,Swift Swim,Hydration,Water Absorb,5,0,0,0.8,17.0,75,65,55,65,55,69,384,1.2954260410586191
537,1,5371,Seismitoad,Water,Ground,Blue,Swift Swim,Poison Touch,Water Absorb,5,0,0,1.5,62.0,105,95,75,85,75,74,509,1.7698282597676414
538,1,5381,Throh,Fighting,,Red,Guts,Inner Focus,Mold Breaker,5,0,0,1.3,55.5,120,100,85,30,85,45,465,1.8211127577068889
539,1,5391,Sawk,Fighting,,Blue,Sturdy,Inner Focus,Mold Breaker,5,0,0,1.4,51.0,75,125,75,30,75,85,465,2.276390947133615
540,1,5401,Sewaddle,Bug,Grass,Yellow,Swarm,Chlorophyll,Overcoat,5,0,0,0.3,2.5,45,53,70,40,60,42,310,1.0328826446702277
541,1,5411,Swadloon,Bug,Grass,Green,Leaf guard,Chlorophyll,Overcoat,5,0,0,0.5,7.3,55,63,90,50,80,42,380,1.245882718513256
542,1,5421,Leavanny,Bug,Grass,Yellow,Swarm,Chlorophyll,Overcoat,5,0,0,1.2,20.5,75,103,80,70,80,92,500,1.9501634035810298
543,1,5431,Venipede,Bug,Poison,Red,Poison Point,Swarm,Speed Boost,5,0,0,0.4,5.3,30,45,59,30,39,57,260,0.864507992843344
544,1,5441,Whirlipede,Bug,Poison,Grey,Poison Point,Swarm,Speed Boost,5,0,0,1.2,58.5,40,55,99,40,79,47,360,1.056620880141861
545,1,5451,Scolipede,Bug,Poison,Red,Poison Point,Swarm,Speed Boost,5,0,0,1.5,200.5,60,100,89,55,69,112,485,1.9211288729852032
546,1,5461,Cottonee,Grass,Fairy,Green,Prankster,Infiltrator,Chlorophyll,5,0,0,0.3,0.6,40,27,60,37,50,66,280,0.6809748799534799
547,1,5471,Whimsicott,Grass,Fairy,Green,Prankster,Infiltrator,Chlorophyll,5,0,0,0.7,6.6,60,67,85,77,75,116,480,1.4907035512532285
548,1,5481,Petilil,Grass,,Green,Chlorophyll,Own Tempo,Leaf Guard,5,0,0,0.5,6.6,45,35,50,70,50,30,280,1.2099896809367319
549,1,5491,Lilligant,Grass,,Green,Chlorophyll,Own Tempo,Leaf Guard,5,0,0,1.1,16.3,70,60,75,110,75,90,480,1.9014123557577136
550,1,5501,Basculin,Water,,Green,Reckless,Adaptability,Mold Breaker,5,0,0,1.0,18.0,70,92,65,80,55,98,460,1.3477793806536758
550,2,5502,Basculin,Water,,Green,Rock Head,Adaptability,Mold Breaker,5,0,0,1.0,18.0,70,92,65,80,55,98,460,1.3477793806536758
551,1,5511,Sandile,Ground,Dark,Brown,Intimidate,Moxie,Anger Point,5,0,0,0.7,15.2,50,72,35,35,35,65,292,1.5192606599032807
552,1,5521,Krokorok,Ground,Dark,Brown,Intimidate,Moxie,Anger Point,5,0,0,1.0,33.4,60,82,45,45,45,74,351,1.730269084889838
553,1,5531,Krookodile,Ground,Dark,Red,Intimidate,Moxie,Anger Point,5,0,0,1.5,96.3,95,117,80,65,70,92,519,2.468798572342822
554,1,5541,Darumaka,Fire,,Red,Hustle,,Inner Focus,5,0,0,0.6,37.5,70,90,45,15,45,50,315,0.28603620148885434
554,2,5542,Darumaka,Ice,,White,Hustle,,Inner Focus,8,0,0,0.7,40.0,70,90,45,15,45,50,315,0.29702587776940875
555,1,5551,Darmanitan,Fire,,Red,Sheer Force,,Zen Mode,5,0,0,1.3,92.9,105,140,55,30,55,95,480,0.5720724029777087
555,2,5552,Darmanitan,Fire,Psychic,White,Zen Mode,,,5,0,0,1.3,92.9,105,30,105,140,105,55,540,3.0994764130658647
555,3,5553,Darmanitan,Ice,,White,Gorilla Tactics,,Zen Mode,8,0,0,1.7,120.0,105,140,55,30,55,95,480,0.5940517555388175
555,4,5554,Darmanitan,Ice,Fire,White,Gorilla Tactics,,Zen Mode,8,0,0,1.7,120.0,105,160,55,30,55,135,540,0.6692807100737078
556,1,5561,Maractus,Grass,,Green,Water Absorb,Chlorophyll,Storm Drain,5,0,0,1.0,28.0,75,86,67,106,67,60,461,1.832270088275617
557,1,5571,Dwebble,Bug,Rock,Red,Sturdy,Shell Armor,Weak Armor,5,0,0,0.3,14.5,50,65,85,35,35,55,325,1.3064165244947579
558,1,5581,Crustle,Bug,Rock,Red,Sturdy,Shell Armor,Weak Armor,5,0,0,1.4,200.0,70,105,125,65,75,45,485,2.1103651549530773
559,1,5591,Scraggy,Dark,Fighting,Yellow,Shed Skin,Moxie,Intimidate,5,0,0,0.6,11.8,50,75,70,35,70,48,348,1.5730949401341674
560,1,5601,Scrafty,Dark,Fighting,Red,Shed Skin,Moxie,Intimidate,5,0,0,1.1,30.0,65,90,115,45,115,58,488,1.8877139281610016
561,1,5611,Sigilyph,Psychic,Flying,Black,Wonder Skin,Magic Guard,Tinted Lens,5,0,0,1.4,14.0,72,58,80,103,80,97,490,1.718074107726964
562,1,5621,Yamask,Ghost,,Black,Mummy,,,5,0,0,0.5,1.5,38,30,85,55,65,30,303,0.4978284250042788
562,2,5622,Yamask,Ghost,Ground,Black,Wandering Spilit,,,8,0,0,0.5,1.5,38,55,85,30,65,30,303,1.1949504960542368
563,1,5631,Cofagrigus,Ghost,,Yellow,Mummy,,,5,0,0,1.7,76.5,58,50,145,95,105,30,483,0.8297140416737956
564,1,5641,Tirtouga,Water,Rock,Blue,Solid Rock,Sturdy,Swift Swim,5,0,0,0.7,16.5,54,78,103,53,45,22,355,1.213634344364134
565,1,5651,Carracosta,Water,Rock,Blue,Solid Rock,Sturdy,Swift Swim,5,0,0,1.2,81.0,74,108,133,83,65,32,495,1.7992759310455324
566,1,5661,Archen,Rock,Flying,Yellow,Defeatist,,,5,0,0,0.5,9.5,55,112,45,74,45,70,401,2.725795538398305
567,1,5671,Archeops,Rock,Flying,Yellow,Defeatist,,,5,0,0,1.4,32.0,75,140,65,112,65,110,567,3.4072444229978966
568,1,5681,Trubbish,Poison,,Green,Stench,Sticky Hold,Aftermath,5,0,0,0.6,31.0,50,50,62,40,62,65,329,0.8376641744012361
569,1,5691,Garbodor,Poison,,Green,Stench,Weak Armor,Aftermath,5,0,0,1.9,107.3,80,95,82,60,82,75,474,1.5915619313623555
570,1,5701,Zorua,Dark,,Grey,Illusion,,,5,0,0,0.7,12.5,40,65,40,80,40,65,330,1.1456450053718095
571,1,5711,Zoroark,Dark,,Grey,Illusion,,,5,0,0,1.6,81.1,60,105,60,120,60,105,510,1.850657316369849
572,1,5721,Minccino,Normal,,Grey,Cute Charm,Technician,Skill Link,5,0,0,0.4,5.8,55,50,40,40,40,75,300,0.8045425501491827
573,1,5731,Cinccino,Normal,,Grey,Cute Charm,Technician,Skill Link,5,0,0,0.5,7.5,75,95,60,65,60,115,470,1.528630845283455
574,1,5741,Gothita,Psychic,,Purple,Frisk,Competitive,Shadow Tag,5,0,0,0.4,5.8,45,30,50,55,65,45,290,0.9075089868936229
575,1,5751,Gothorita,Psychic,,Purple,Frisk,Competitive,Shadow Tag,5,0,0,0.7,18.0,60,45,70,75,85,55,390,1.237512254854941
576,1,5761,Gothitelle,Psychic,,Purple,Frisk,Competitive,Shadow Tag,5,0,0,1.5,44.0,70,55,95,95,110,65,490,1.5675155228162627
577,1,5771,Solosis,Psychic,,Green,Overcoat,Magic Guard,Regenerator,5,0,0,0.3,1.0,45,30,40,105,50,20,290,1.7325171567969193
578,1,5781,Duosion,Psychic,,Green,Overcoat,Magic Guard,Regenerator,5,0,0,0.6,8.0,65,40,50,125,60,30,370,2.062520424758235
579,1,5791,Reuniclus,Psychic,,Green,Overcoat,Magic Guard,Regenerator,5,0,0,1.0,20.1,110,65,75,125,85,30,490,2.062520424758235
580,1,5801,Ducklett,Water,Flying,Blue,Keen Eye,Big Pecks,Hydration,5,0,0,0.5,5.5,62,44,50,44,50,55,305,0.9030565404912158
581,1,5811,Swanna,Water,Flying,White,Keen Eye,Big Pecks,Hydration,5,0,0,1.3,24.2,75,87,63,87,63,98,473,1.7855890686985374
582,1,5821,Vanillite,Ice,,White,Ice Body,Snow Cloak,Weak Armor,5,0,0,0.4,5.7,36,50,50,65,60,44,305,1.2871121370007685
583,1,5831,Vanillish,Ice,,White,Ice Body,Snow Cloak,Weak Armor,5,0,0,1.1,41.0,51,65,65,80,75,59,395,1.5841380147701851
584,1,5841,Vanilluxe,Ice,,White,Ice Body,Snow Warning,Weak Armor,5,0,0,1.3,57.5,71,95,85,110,95,79,535,2.1781897703089963
585,1,5851,Deerling,Normal,Grass,Pink,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335,1.0712196557270646
585,2,5852,Deerling,Normal,Grass,Green,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335,1.0712196557270646
585,3,5853,Deerling,Normal,Grass,Red,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335,1.0712196557270646
585,4,5854,Deerling,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,0.6,19.5,60,60,50,40,50,75,335,1.0712196557270646
586,1,5861,Sawsbuck,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475,1.7476106073560245
586,2,5862,Sawsbuck,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475,1.7476106073560245
586,3,5863,Sawsbuck,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475,1.7476106073560245
586,4,5864,Sawsbuck,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace,5,0,0,1.9,92.5,80,100,70,60,70,95,475,1.7476106073560245
587,1,5871,Emolga,Electric,Flying,White,Static,,Motor drive,5,0,0,0.4,5.0,55,75,60,75,60,103,428,1.6652042100432474
588,1,5881,Karrablast,Bug,,Blue,Swarm,Shed Skin,No Guard,5,0,0,0.5,5.9,50,75,45,40,45,60,315,1.296721716576313
589,1,5891,Escavalier,Bug,Steel,Grey,Swarm,Shell Armor,Overcoat,5,0,0,1.0,33.0,70,135,105,60,105,20,495,2.6451496486876227
590,1,5901,Foongus,Grass,Poison,White,Effect Spore,,Regenerator,5,0,0,0.2,1.0,69,55,45,55,55,15,294,1.1180748999825647
591,1,5911,Amoonguss,Grass,Poison,White,Effect Spore,,Regenerator,5,0,0,0.6,10.5,114,85,70,85,80,30,464,1.7279339363366975
592,1,5921,Frillish,Water,Ghost,White,Water Absorb,Cursed Body,Damp,5,0,0,1.2,33.0,55,40,50,65,85,40,335,1.1133979370185032
593,1,5931,Jellicent,Water,Ghost,White,Water Absorb,Cursed Body,Damp,5,0,0,2.2,135.0,100,60,70,85,105,60,480,1.5074212944598542
594,1,5941,Alomomola,Water,,Pink,Healer,Hydration,Regenerator,5,0,0,1.2,31.6,165,75,80,40,45,65,470,0.6738896903268379
595,1,5951,Joltik,Bug,Electric,Yellow,Compound Eyes,Unnerve,Swarm,5,0,0,0.1,0.6,50,47,50,57,50,65,319,1.0451886406256186
596,1,5961,Galvantula,Bug,Electric,Yellow,Compound Eyes,Unnerve,Swarm,5,0,0,0.8,14.3,70,77,60,97,60,108,472,1.7362271043722304
597,1,5971,Ferroseed,Grass,Steel,Grey,Iron Barbs,,,5,0,0,0.6,18.8,44,50,91,24,86,10,305,0.6137772341069883
598,1,5981,Ferrothorn,Grass,Steel,Grey,Iron Barbs,,Anticipation,5,0,0,1.0,110.0,74,94,131,54,116,20,489,1.2776009049963633
599,1,5991,Klink,Steel,,Grey,Plus,Minus,Clear Body,5,0,0,0.3,21.0,40,55,70,45,60,30,300,0.8992597382227195
600,1,6001,Klang,Steel,,Grey,Plus,Minus,Clear Body,5,0,0,0.6,51.0,60,80,95,70,85,50,440,1.3080141646875985
601,1,6011,Klinklang,Steel,,Grey,Plus,Minus,Clear Body,5,0,0,0.6,81.0,60,100,115,70,85,90,520,1.635017705859486
602,1,6021,Tynamo,Electric,,White,Levitate,,,5,0,0,0.2,0.3,35,55,40,45,40,60,275,0.7849069445431548
603,1,6031,Eelektrik,Electric,,Blue,Levitate,,,5,0,0,1.2,22.0,65,85,70,75,70,40,405,1.308178240905257
604,1,6041,Eelektross,Electric,,Blue,Levitate,,,5,0,0,2.1,80.5,85,115,80,105,80,50,515,1.8314495372673603
605,1,6051,Elgyem,Psychic,,Blue,Telepathy,Synchronize,Analytic,5,0,0,0.5,9.0,55,55,55,85,55,30,335,1.4025138888356008
606,1,6061,Beheeyem,Psychic,,Brown,Telepathy,Synchronize,Analytic,5,0,0,1.0,34.5,75,75,75,125,95,40,485,2.062520424758235
607,1,6071,Litwick,Ghost,Fire,White,Flash Fire,Flame Body,Infiltrator,5,0,0,0.3,3.1,50,30,55,65,55,20,275,0.858055289616805
608,1,6081,Lampent,Ghost,Fire,Black,Flash Fire,Flame Body,Infiltrator,5,0,0,0.6,13.0,60,40,60,95,60,55,370,1.197989172213351
609,1,6091,Chandelure,Ghost,Fire,Black,Flash Fire,Flame Body,Infiltrator,5,0,0,1.0,34.3,60,55,90,145,90,80,520,1.7402392677427354
610,1,6101,Axew,Dragon,,Green,Rivalry,Mold Breaker,Unnerve,5,0,0,0.6,18.0,46,87,60,30,40,57,320,1.454661006988837
611,1,6111,Fraxure,Dragon,,Green,Rivalry,Mold Breaker,Unnerve,5,0,0,1.0,36.0,66,117,70,40,50,67,410,1.9562682507780877
612,1,6121,Haxorus,Dragon,,Yellow,Rivalry,Mold Breaker,Unnerve,5,0,0,1.8,105.5,76,147,90,60,70,97,540,2.4578754945673404
613,1,6131,Cubchoo,Ice,,White,Snow Cloak,Slush Rush,Rattled,5,0,0,0.5,8.5,55,70,40,60,40,40,305,1.188103511077635
614,1,6141,Beartic,Ice,,White,Snow Cloak,Slush Rush,Swift Swim,5,0,0,2.6,260.0,95,130,80,70,80,50,505,1.3861207629239085
615,1,6151,Cryogonal,Ice,,Blue,Levitate,,,5,0,0,1.1,148.0,80,50,50,95,135,105,515,1.8811638925395917
616,1,6161,Shelmet,Bug,,Red,Hydration,Shell Armor,Overcoat,5,0,0,0.4,7.7,50,40,85,40,65,25,305,0.691584915507367
617,1,6171,Accelgor,Bug,,Red,Hydration,Sticky Hold,Unburden,5,0,0,0.8,25.3,80,70,40,100,60,145,495,1.2102736021378935
618,1,6181,Stunfisk,Electric,Ground,Brown,Stanfisk,Limber,Sand Veil,5,0,0,0.7,11.0,109,66,84,81,99,32,471,1.5945675312976346
618,2,6182,Stunfisk,Ground,Steel,Green,Mimicry,,,8,0,0,0.7,20.5,109,81,99,66,84,32,471,1.6845857300017595
619,1,6191,Mienfoo,Fighting,,Yellow,Inner Focus,Regenerator,Reckless,5,0,0,0.9,20.0,45,85,50,55,50,65,350,1.5479458440508578
620,1,6201,Mienshao,Fighting,,Purple,Inner Focus,Regenerator,Reckless,5,0,0,1.4,35.5,65,125,60,95,60,105,510,2.276390947133615
621,1,6211,Druddigon,Dragon,,Red,Rough Skin,Sheer Force,Mold Breaker,5,0,0,1.6,139.0,77,120,90,60,90,48,485,2.0064289751570135
622,1,6221,Golett,Ground,Ghost,Green,Iron Fist,Klutz,No Guard,5,0,0,1.0,92.0,59,74,50,35,50,35,303,1.574995314605493
